CodCliente,TotalPlan,Ubicacion,Genero,Edad,Antiguedad,Saldo,NoServicios,PagoApp,GamaAlta,TContrato,Churn
15735,717,Guatemala,F,25,7,0,2,1,0,1,0
15788,593,Escuintla,M,44,5,0,1,1,0,1,0
15765,706,Quetzaltenango,M,38,5,0,2,1,1,1,0
15642,714,Quetzaltenango,F,49,4,0,1,1,0,1,1
15641,794,Escuintla,M,38,9,0,1,1,0,1,0
15706,518,Quetzaltenango,M,46,4,0,1,0,0,1,1
15746,589,Quetzaltenango,M,55,7,0,1,1,0,1,1
15775,824,Guatemala,M,45,3,104,1,0,0,1,0
15787,719,Quetzaltenango,F,42,5,0,3,1,0,1,1
15646,617,Quetzaltenango,F,58,3,0,2,1,0,1,1
15678,651,Guatemala,M,35,7,0,3,1,0,1,1
15726,637,Escuintla,F,45,2,0,1,1,1,0,1
15813,554,Guatemala,F,26,7,104,2,1,0,1,0
15669,731,Quetzaltenango,M,35,2,104,2,1,0,1,0
15710,569,Escuintla,F,42,1,298.57,1,1,1,1,1
15614,625,Quetzaltenango,F,37,4,0,1,1,0,1,0
15588,592,Guatemala,F,38,4,104,2,1,0,1,0
15665,669,Guatemala,M,43,1,104,1,0,1,1,0
15644,663,Quetzaltenango,M,32,3,104,1,1,1,1,0
15670,518,Quetzaltenango,F,41,5,104,1,1,0,1,0
15635,686,Quetzaltenango,F,43,5,0,2,1,1,1,0
15791,709,Quetzaltenango,M,45,4,0,1,1,1,1,1
15644,571,Guatemala,F,33,9,104,2,0,1,1,0
15796,707,Guatemala,F,31,2,104,2,0,0,1,0
15751,701,Quetzaltenango,M,32,5,0,1,0,0,1,0
15623,672,Guatemala,M,34,9,0,2,1,0,1,0
15682,620,Quetzaltenango,M,39,9,225,1,1,0,0,1
15769,557,Escuintla,M,48,10,0,2,1,1,1,0
15708,648,Escuintla,F,54,7,0,1,1,0,1,1
15650,479,Guatemala,F,35,2,0,1,1,0,1,0
15604,730,Guatemala,F,22,9,104,1,1,1,1,0
15578,737,Quetzaltenango,F,43,1,104,1,1,0,1,1
15671,616,Guatemala,M,31,3,0,2,1,0,1,0
15726,639,Escuintla,M,29,4,0,2,1,0,1,0
15764,815,Escuintla,F,39,6,0,1,1,1,1,0
15730,786,Escuintla,M,31,9,0,2,1,1,1,0
15637,549,Guatemala,M,50,9,0,2,0,1,1,0
15606,622,Guatemala,F,38,4,359,1,1,1,1,0
15625,624,Guatemala,M,26,9,104,2,0,0,1,0
15654,841,Guatemala,M,34,4,0,2,1,0,1,0
15774,614,Escuintla,F,41,7,104,1,0,0,1,1
15693,676,Guatemala,M,30,1,104,1,1,1,1,0
15642,697,Guatemala,M,42,9,104,2,0,0,1,0
15758,732,Guatemala,F,40,10,104,2,1,0,1,0
15728,623,Guatemala,M,27,4,0,1,0,0,1,0
15637,541,Guatemala,M,46,4,298.96,2,1,0,1,0
15595,773,Escuintla,F,39,4,149,2,0,1,1,0
15778,762,Quetzaltenango,M,34,4,197.46,2,1,0,1,1
15711,655,Escuintla,F,35,1,1399.52,2,1,0,1,0
15599,602,Quetzaltenango,M,32,7,104,2,1,0,1,0
15570,850,Guatemala,M,31,3,0,2,1,0,1,0
15656,649,Escuintla,M,51,4,0,1,1,1,1,0
15657,850,Quetzaltenango,M,28,4,0,1,1,0,1,1
15716,543,Guatemala,M,43,9,350,2,1,1,0,0
15672,672,Guatemala,M,52,8,0,1,0,0,1,1
15732,600,Guatemala,F,27,3,225,2,0,1,0,0
15747,671,Escuintla,F,34,10,104,1,1,0,1,0
15633,706,Escuintla,F,42,8,104,1,1,1,1,0
15672,541,Quetzaltenango,M,51,7,0,2,1,0,1,0
15607,711,Quetzaltenango,M,34,4,104,2,1,1,1,0
15751,630,Escuintla,M,30,3,104,2,0,1,1,0
15646,531,Guatemala,M,31,3,104,1,1,0,1,0
15756,641,Guatemala,F,26,4,0,2,0,1,1,0
15809,631,Quetzaltenango,M,37,8,104,2,0,0,1,1
15759,685,Guatemala,M,35,9,104,1,1,0,1,0
15725,702,Escuintla,M,32,8,0,1,1,1,1,0
15579,708,Quetzaltenango,F,43,0,0,1,1,0,1,1
15754,653,Escuintla,M,55,7,104,2,1,1,1,0
15735,654,Quetzaltenango,M,37,2,104,2,0,0,1,0
15613,596,Guatemala,F,33,1,844.9,1,1,0,1,0
15739,549,Quetzaltenango,F,31,9,0,2,1,1,1,0
15670,754,Guatemala,M,38,2,104,2,1,0,1,0
15604,815,Quetzaltenango,F,25,8,104,1,1,1,1,0
15806,556,Guatemala,F,52,9,298.83,1,1,0,1,1
15574,706,Guatemala,M,32,6,149,1,1,1,1,0
15707,850,Guatemala,M,46,9,699.97,1,1,0,0,0
15800,732,Escuintla,F,33,8,0,1,1,1,1,0
15603,614,Guatemala,M,40,6,0,1,1,1,0,1
15722,580,Escuintla,F,57,0,0,1,0,1,1,0
15783,593,Guatemala,F,46,7,0,1,1,0,1,0
15574,653,Quetzaltenango,F,25,2,149,3,1,1,1,0
15607,746,Guatemala,F,29,4,350,1,1,1,0,0
15714,662,Guatemala,F,29,10,0,2,1,0,1,0
15782,573,Guatemala,M,31,2,0,2,1,1,1,0
15630,684,Escuintla,F,39,4,0,1,1,1,1,0
15759,793,Guatemala,F,41,3,765.23,1,1,0,1,0
15661,798,Quetzaltenango,F,49,5,0,1,1,1,0,1
15728,524,Guatemala,M,40,2,0,1,1,0,1,0
15712,816,Guatemala,M,31,8,0,2,1,1,1,0
15689,742,Quetzaltenango,F,41,4,0,1,0,1,1,1
15782,540,Guatemala,M,22,4,0,3,1,1,1,1
15769,537,Quetzaltenango,M,39,3,0,1,1,0,1,1
15718,759,Escuintla,F,74,6,560.29,1,1,1,1,0
15613,774,Guatemala,F,52,2,0,1,1,0,1,1
15661,608,Quetzaltenango,M,42,8,0,2,1,0,1,0
15592,704,Escuintla,M,37,4,0,2,0,0,1,0
15768,581,Guatemala,M,41,8,0,2,0,0,1,0
15792,628,Quetzaltenango,F,61,1,104,1,1,1,1,1
15586,566,Guatemala,F,42,6,104,1,1,0,1,1
15790,701,Escuintla,M,59,7,0,2,0,1,1,0
15691,735,Escuintla,M,29,10,104,2,1,1,1,0
15772,680,Guatemala,F,34,1,104,2,1,0,1,0
15706,560,Guatemala,M,57,0,104,2,0,1,1,0
15572,663,Quetzaltenango,F,29,4,104,2,0,0,1,0
15654,665,Guatemala,F,34,5,350,1,1,1,0,0
15568,758,Guatemala,M,51,8,104,1,1,1,1,0
15715,621,Guatemala,M,26,2,0,1,0,1,1,0
15667,764,Quetzaltenango,M,28,10,390.16,1,1,0,1,0
15567,537,Quetzaltenango,F,46,5,0,1,0,1,1,1
15679,589,Guatemala,F,46,10,0,2,1,0,1,0
15606,555,Guatemala,M,24,5,0,2,1,0,1,0
15578,734,Guatemala,F,29,0,225,1,1,0,0,0
15619,783,Escuintla,F,59,9,0,1,1,1,1,0
15636,678,Quetzaltenango,F,51,1,0,1,0,0,1,1
15727,661,Guatemala,M,47,5,1396.31,1,0,1,1,1
15591,607,Escuintla,F,25,4,0,1,0,1,1,0
15641,537,Escuintla,F,38,1,104,2,0,1,1,0
15813,513,Escuintla,M,88,10,104,2,1,1,1,0
15756,576,Guatemala,M,63,9,104,1,0,0,1,1
15726,660,Quetzaltenango,M,41,1,104,1,1,0,1,1
15592,637,Guatemala,M,40,8,104,1,1,1,1,0
15704,672,Guatemala,F,53,9,0,4,1,1,1,1
15641,629,Guatemala,M,32,2,0,2,0,1,1,0
15725,583,Quetzaltenango,M,40,4,0,1,1,1,1,0
15612,763,Escuintla,F,32,10,328.55,1,0,1,1,0
15719,516,Quetzaltenango,M,32,3,104,2,0,0,1,0
15716,617,Guatemala,F,27,4,104,2,0,0,1,0
15742,700,Guatemala,M,38,9,104,1,1,1,1,0
15630,727,Quetzaltenango,M,36,6,0,1,1,1,1,1
15720,689,Escuintla,F,31,3,104,1,0,1,1,0
15595,626,Quetzaltenango,M,49,9,104,2,1,0,1,0
15623,686,Guatemala,M,38,6,0,1,1,1,1,0
15679,351,Quetzaltenango,F,57,4,104,1,1,0,1,1
15693,739,Guatemala,F,37,8,104,2,1,0,1,1
15661,627,Guatemala,M,32,10,104,2,1,0,1,0
15617,451,Quetzaltenango,F,38,9,0,1,1,1,1,0
15760,512,Guatemala,F,41,8,0,1,1,0,1,1
15652,774,Guatemala,F,41,5,0,1,1,0,1,0
15657,652,Guatemala,F,40,8,225,2,0,1,0,0
15803,638,Quetzaltenango,M,37,2,1977.36,2,1,1,1,0
15764,475,Guatemala,F,57,1,0,2,1,0,1,0
15672,567,Escuintla,M,40,4,104,1,0,0,1,0
15766,750,Guatemala,M,37,3,104,2,1,0,1,0
15587,850,Guatemala,M,39,6,104,1,1,1,1,0
15659,753,Guatemala,F,38,6,0,1,0,1,1,0
15745,683,Escuintla,F,36,7,328.99,2,1,0,1,0
15651,710,Guatemala,F,32,3,0,1,1,0,0,0
15571,645,Escuintla,F,21,1,0,2,0,0,1,0
15776,714,Guatemala,M,28,6,60.99,1,1,1,1,0
15633,696,Quetzaltenango,F,35,4,0,1,1,0,1,0
15764,612,Escuintla,F,26,4,0,2,1,1,1,0
15778,520,Quetzaltenango,F,31,3,0,1,1,1,1,1
15715,782,Escuintla,M,23,10,0,1,1,1,1,0
15671,666,Guatemala,M,46,5,104,1,1,1,1,0
15666,466,Quetzaltenango,F,56,2,0,3,1,0,1,1
15625,567,Guatemala,F,45,4,0,2,0,1,1,0
15748,613,Guatemala,M,20,3,0,2,1,1,1,0
15648,718,Guatemala,M,37,8,199.97,2,1,1,0,0
15634,614,Guatemala,F,37,8,104,4,0,1,1,1
15713,711,Guatemala,M,38,10,0,2,0,0,1,0
15753,691,Quetzaltenango,F,38,5,104,1,1,0,1,0
15782,527,Guatemala,M,32,0,104,1,1,0,1,0
15583,476,Guatemala,F,32,6,104,1,0,0,1,0
15625,619,Escuintla,F,45,0,104,2,0,0,1,0
15720,607,Quetzaltenango,F,37,4,0,1,0,0,1,0
15679,695,Escuintla,M,44,8,225,2,1,1,0,0
15628,653,Guatemala,M,33,1,0,2,0,0,1,0
15661,677,Guatemala,M,46,2,0,1,1,1,1,0
15689,655,Guatemala,F,50,10,0,4,1,0,1,1
15607,625,Guatemala,F,52,2,104,1,1,1,1,0
15693,679,Quetzaltenango,F,34,7,104,1,1,0,1,0
15769,734,Guatemala,M,51,1,104,1,1,1,1,0
15755,666,Guatemala,M,39,10,104,2,1,0,1,0
15598,592,Quetzaltenango,F,26,4,104,2,1,0,1,0
15744,564,Guatemala,M,40,4,0,1,1,0,1,1
15798,814,Guatemala,F,36,6,0,2,1,1,1,0
15577,592,Quetzaltenango,M,36,2,0,2,1,0,1,0
15759,758,Guatemala,F,50,2,298.57,3,1,1,1,1
15690,612,Escuintla,F,62,0,0,2,1,1,1,0
15751,498,Quetzaltenango,M,61,7,0,1,1,0,1,1
15739,638,Quetzaltenango,M,25,4,104,2,1,1,1,0
15758,558,Guatemala,M,35,1,104,2,0,0,1,0
15742,756,Guatemala,F,24,1,104,2,1,0,1,0
15726,782,Escuintla,M,52,4,104,1,1,1,1,1
15738,505,Guatemala,M,34,10,104,1,0,1,1,0
15727,671,Escuintla,F,29,6,99,2,0,0,1,0
15709,801,Guatemala,M,42,6,0,2,1,1,1,0
15654,604,Guatemala,M,26,8,104,2,0,1,1,0
15621,716,Guatemala,F,29,10,104,1,1,1,1,0
15598,624,Guatemala,F,45,3,104,1,1,0,1,1
15752,607,Quetzaltenango,M,47,4,104,1,1,1,1,0
15658,827,Guatemala,F,60,2,0,2,0,1,1,0
15631,606,Guatemala,M,61,5,143.03,2,0,1,1,0
15803,717,Quetzaltenango,F,35,5,0,1,1,0,1,0
15578,651,Quetzaltenango,M,40,1,104,2,0,0,1,1
15752,691,Guatemala,M,58,3,104,1,0,1,1,1
15723,573,Guatemala,F,33,0,104,1,1,0,1,0
15752,723,Escuintla,M,38,6,0,2,1,1,1,0
15569,584,Quetzaltenango,F,46,6,0,2,1,0,1,1
15769,550,Quetzaltenango,F,45,8,104,1,0,0,1,1
15679,611,Guatemala,F,61,3,0,4,0,1,1,1
15791,549,Quetzaltenango,M,41,9,104,3,1,1,1,1
15655,850,Escuintla,F,24,1,0,2,0,1,1,0
15709,668,Quetzaltenango,M,34,5,104,2,0,0,1,0
15687,686,Guatemala,F,43,0,37.71,1,1,1,1,0
15755,660,Guatemala,M,50,1,104,3,1,1,1,1
15634,682,Escuintla,F,59,0,249.99,1,0,1,0,0
15617,524,Guatemala,M,50,4,638.03,2,1,1,1,1
15631,645,Guatemala,F,36,8,104,2,1,1,1,1
15784,850,Guatemala,M,42,0,104,2,1,0,1,0
15631,537,Guatemala,F,53,3,104,1,1,1,1,0
15756,599,Escuintla,F,46,7,104,2,1,0,1,0
15732,727,Escuintla,M,71,8,104,1,1,1,1,1
15739,756,Escuintla,M,30,2,104,1,0,0,1,0
15771,755,Guatemala,M,38,9,225,1,1,0,0,0
15567,634,Escuintla,F,41,4,0,2,1,1,1,0
15714,837,Guatemala,M,26,4,0,2,1,0,1,0
15727,727,Quetzaltenango,F,30,8,0,2,1,1,1,0
15650,567,Quetzaltenango,F,40,2,104,2,1,0,1,0
15711,650,Escuintla,F,30,6,0,1,0,0,1,1
15729,655,Escuintla,M,34,1,0,1,1,1,1,0
15646,763,Guatemala,F,58,9,0,1,0,1,1,0
15645,843,Guatemala,F,27,5,599.97,2,1,1,0,0
15672,667,Guatemala,F,38,6,1150,1,1,1,0,1
15596,705,Guatemala,F,50,4,104,2,0,1,1,0
15614,660,Quetzaltenango,F,29,6,104,1,1,1,1,0
15635,553,Guatemala,M,42,1,0,2,0,0,1,0
15775,612,Quetzaltenango,F,47,6,0,1,1,1,1,1
15700,641,Quetzaltenango,F,40,2,0,1,1,0,1,0
15611,513,Escuintla,F,31,5,199.97,1,1,0,0,0
15652,680,Guatemala,M,44,7,104,1,0,1,1,0
15785,711,Guatemala,M,58,9,0,2,1,1,1,0
15645,689,Escuintla,M,40,2,0,2,1,1,1,0
15688,665,Quetzaltenango,F,51,9,350,2,0,1,0,1
15592,551,Quetzaltenango,M,54,5,199.97,1,1,0,0,1
15673,645,Escuintla,M,36,4,149,2,1,0,1,0
15724,616,Quetzaltenango,M,29,8,104,1,1,0,1,0
15704,582,Guatemala,F,32,1,225,1,0,1,0,0
15597,365,Quetzaltenango,M,30,0,0,1,1,0,1,1
15731,697,Quetzaltenango,F,38,6,0,1,1,1,1,1
15634,704,Guatemala,M,31,0,104,2,1,0,1,0
15703,656,Guatemala,F,46,5,104,2,1,1,1,0
15567,712,Guatemala,F,31,7,104,2,1,0,1,0
15754,748,Guatemala,M,40,0,199.99,1,0,0,0,0
15612,724,Guatemala,M,28,9,308.26,2,1,1,1,0
15573,691,Guatemala,M,50,6,83.01,1,1,1,1,0
15601,563,Guatemala,M,33,8,83.01,2,0,1,1,0
15663,741,Guatemala,M,32,5,0,1,1,1,1,0
15701,778,Guatemala,M,44,8,339.12,1,1,0,1,0
15710,848,Escuintla,M,22,7,309.46,1,1,1,1,0
15790,634,Quetzaltenango,M,38,2,564.13,1,1,1,1,0
15658,505,Quetzaltenango,M,40,6,0,2,1,1,0,0
15755,692,Quetzaltenango,M,53,7,0,2,0,0,1,0
15787,537,Quetzaltenango,F,47,6,49.51,1,1,0,1,1
15737,633,Guatemala,M,29,10,0,1,1,0,0,0
15763,833,Guatemala,F,28,4,225,2,0,0,0,0
15668,592,Escuintla,F,40,2,225,1,1,1,0,0
15765,587,Escuintla,M,48,1,185.01,2,1,1,1,0
15704,550,Escuintla,M,62,7,299,1,0,1,1,0
15744,680,Guatemala,F,24,10,249.97,3,1,0,0,1
15616,622,Escuintla,F,41,9,230,2,1,1,0,0
15683,594,Quetzaltenango,M,28,0,83.01,2,1,0,1,0
15583,643,Quetzaltenango,F,34,7,104,1,0,1,1,0
15643,540,Guatemala,M,25,5,0,1,1,0,1,0
15620,635,Escuintla,F,34,5,114,2,1,0,1,0
15715,657,Guatemala,M,32,3,0,2,1,1,1,0
15814,814,Guatemala,M,31,1,0,1,1,0,1,0
15733,600,Guatemala,M,32,1,0,1,1,1,1,0
15755,682,Guatemala,F,46,2,0,1,1,1,1,0
15729,682,Guatemala,M,38,4,104,1,1,1,1,0
15746,566,Guatemala,M,42,3,104,1,1,1,1,0
15588,550,Escuintla,M,34,3,0,2,0,0,1,0
15665,630,Guatemala,M,26,7,0,2,0,1,1,0
15640,546,Quetzaltenango,F,58,3,0,4,1,0,1,1
15700,486,Guatemala,M,63,9,225,1,1,1,0,0
15658,762,Escuintla,M,35,9,104,2,0,0,1,0
15602,692,Quetzaltenango,M,45,6,0,4,0,1,1,1
15724,498,Guatemala,F,30,1,104,2,0,0,1,0
15800,850,Escuintla,M,49,8,104,1,0,0,1,1
15685,603,Guatemala,M,35,6,104,2,1,0,1,0
15760,551,Guatemala,F,36,5,104,1,1,0,1,0
15787,627,Quetzaltenango,M,27,0,0,2,1,1,1,0
15653,515,Guatemala,F,28,9,300,2,0,0,1,0
15788,605,Escuintla,F,29,3,399.97,1,0,0,0,0
15600,567,Quetzaltenango,M,29,5,0,1,1,0,1,0
15574,568,Quetzaltenango,F,29,2,104,2,0,1,1,0
15707,571,Quetzaltenango,M,25,6,0,2,1,0,1,0
15775,634,Quetzaltenango,M,48,2,104,1,1,1,1,1
15711,768,Escuintla,F,42,3,104,1,0,0,1,1
15600,554,Quetzaltenango,F,36,3,104,2,1,0,1,0
15681,629,Guatemala,M,35,1,0,1,1,1,1,0
15716,638,Escuintla,M,48,2,199.97,2,1,1,0,0
15766,576,Guatemala,M,41,1,0,1,1,1,1,0
15680,661,Escuintla,F,42,9,199.99,1,1,0,0,1
15688,592,Guatemala,F,27,4,300,2,1,1,1,0
15591,702,Escuintla,M,30,2,0,2,1,1,1,0
15677,647,Guatemala,F,29,0,119.74,2,1,0,1,0
15698,593,Guatemala,M,43,9,328.98,2,1,1,1,0
15581,712,Quetzaltenango,F,40,3,518.26,2,1,0,1,1
15622,625,Escuintla,F,31,8,279.54,2,1,0,1,0
15599,538,Quetzaltenango,F,28,6,0,1,0,1,1,0
15581,637,Escuintla,F,22,5,199.99,1,1,0,0,0
15586,632,Guatemala,M,27,4,0,1,1,1,1,0
15735,736,Guatemala,M,27,5,109.75,1,0,1,1,0
15765,755,Guatemala,M,23,5,199.97,2,1,1,0,0
15582,425,Escuintla,F,39,5,543.66,2,1,0,0,0
15687,461,Guatemala,M,51,9,543.66,1,0,0,0,1
15644,745,Guatemala,M,21,4,399.99,1,1,1,0,0
15612,616,Guatemala,F,37,6,0,2,1,0,1,0
15813,587,Guatemala,M,33,5,199.97,1,1,0,0,0
15604,850,Quetzaltenango,M,40,4,1547.97,2,0,1,1,0
15761,601,Guatemala,F,38,0,199.97,2,1,0,0,0
15785,730,Escuintla,M,26,3,199.97,1,1,0,0,0
15759,532,Guatemala,M,44,3,0,1,1,0,1,1
15643,850,Quetzaltenango,M,53,2,0,2,1,0,1,0
15713,779,Escuintla,F,34,5,544.19,2,0,1,1,0
15737,562,Guatemala,M,29,9,0,1,1,1,1,0
15815,670,Quetzaltenango,M,40,2,0,3,0,0,1,1
15679,729,Guatemala,F,62,4,0,1,1,0,1,1
15756,767,Guatemala,F,44,2,543.66,1,1,1,0,0
15688,742,Guatemala,F,28,2,499.97,1,1,0,0,1
15742,669,Guatemala,F,44,8,0,1,0,0,1,1
15717,542,Escuintla,M,32,2,0,1,0,1,0,0
15769,586,Guatemala,M,29,3,249.97,2,1,1,0,0
15635,612,Quetzaltenango,M,30,9,219.52,1,1,0,1,1
15576,740,Guatemala,F,37,7,298.48,2,1,1,1,0
15591,584,Guatemala,M,35,3,0,1,1,1,1,0
15582,524,Guatemala,M,52,2,225,1,1,0,0,1
15693,614,Guatemala,F,19,5,249.97,2,1,0,0,0
15760,598,Guatemala,F,64,9,199.97,1,0,1,0,1
15611,799,Escuintla,M,35,7,0,2,0,1,1,0
15630,724,Guatemala,M,34,2,528.84,2,0,0,1,0
15574,601,Guatemala,M,50,2,399.97,1,1,0,0,0
15756,804,Guatemala,M,25,7,0,1,1,0,1,0
15682,745,Quetzaltenango,M,38,5,0,2,1,1,1,0
15641,667,Quetzaltenango,M,43,1,199.97,1,1,0,0,1
15733,518,Guatemala,F,38,10,344.02,1,1,1,1,0
15767,819,Guatemala,F,38,10,0,2,1,0,0,0
15725,520,Escuintla,F,35,4,329.69,1,1,1,1,0
15813,625,Guatemala,F,39,5,0,2,1,0,1,0
15576,673,Quetzaltenango,M,36,5,395.15,2,0,0,1,0
15732,656,Quetzaltenango,F,27,3,0,2,1,0,1,0
15739,850,Escuintla,F,23,9,568.71,1,0,1,1,0
15631,574,Escuintla,F,28,7,249.97,2,0,0,0,0
15672,679,Guatemala,M,60,6,543.66,2,1,1,0,0
15618,530,Quetzaltenango,F,42,0,700,1,0,1,0,0
15679,508,Guatemala,M,44,3,225,2,0,0,0,0
15728,558,Quetzaltenango,M,32,4,303.81,1,1,1,1,0
15636,414,Guatemala,M,38,8,0,1,0,1,1,1
15754,648,Escuintla,M,42,2,199.97,2,1,0,0,0
15629,721,Guatemala,F,37,1,0,2,1,0,1,0
15736,751,Guatemala,M,31,8,0,2,0,0,1,0
15627,662,Guatemala,M,34,2,0,2,0,1,1,0
15721,628,Quetzaltenango,M,29,3,249.97,2,0,1,0,0
15639,597,Quetzaltenango,F,39,8,0,3,1,0,0,1
15792,698,Escuintla,F,40,0,349.97,1,1,1,0,0
15699,723,Guatemala,M,48,7,428.18,2,1,1,1,0
15729,586,Guatemala,F,28,5,0,3,1,0,1,1
15600,633,Quetzaltenango,F,29,8,249.97,1,1,1,0,0
15786,564,Guatemala,M,31,4,428.33,2,1,0,1,0
15797,649,Guatemala,F,31,2,688.8,2,1,0,1,0
15670,622,Guatemala,F,30,4,0,1,0,1,1,0
15627,459,Quetzaltenango,M,46,7,0,1,1,0,1,1
15622,718,Guatemala,M,27,2,297.79,2,0,0,1,0
15585,655,Escuintla,F,34,4,298.8,2,1,0,1,0
15595,696,Guatemala,M,22,9,0,1,1,1,1,0
15628,637,Guatemala,F,38,3,0,1,0,0,1,0
15667,630,Escuintla,F,21,1,399.97,1,1,1,0,0
15780,592,Guatemala,M,37,4,349.97,1,0,0,0,0
15766,634,Quetzaltenango,M,37,1,299.97,2,1,1,0,0
15775,608,Guatemala,F,28,9,249.97,2,1,1,0,0
15628,565,Quetzaltenango,F,32,9,249.97,1,1,0,0,0
15701,763,Escuintla,M,67,9,3.17,1,0,1,1,0
15710,665,Guatemala,F,55,8,0,1,1,1,1,0
15682,649,Guatemala,M,38,1,0,1,0,1,0,0
15631,695,Guatemala,M,45,3,0,2,1,1,1,0
15648,775,Quetzaltenango,M,70,6,225,2,1,1,0,0
15783,788,Guatemala,F,39,3,0,1,0,1,1,0
15809,569,Quetzaltenango,F,42,9,0,1,1,0,1,1
15806,726,Escuintla,F,56,8,399.97,3,0,1,0,1
15576,564,Quetzaltenango,F,44,3,50,3,1,1,1,1
15675,544,Guatemala,F,32,9,225,1,1,1,0,0
15681,614,Guatemala,F,41,8,700,1,1,1,0,0
15812,453,Quetzaltenango,F,38,8,298.79,1,1,0,1,0
15597,471,Guatemala,F,58,4,543.66,1,1,1,0,0
15807,829,Quetzaltenango,F,37,3,299,1,0,0,1,0
15581,754,Quetzaltenango,M,57,2,199.97,2,1,1,0,0
15770,749,Quetzaltenango,M,46,10,0,2,1,1,0,0
15608,667,Guatemala,M,23,1,59.98,2,1,0,1,0
15730,670,Escuintla,M,30,3,543.66,1,0,0,0,0
15712,670,Guatemala,F,33,7,0,2,1,1,1,0
15592,623,Quetzaltenango,F,48,1,0,1,1,0,1,1
15641,571,Guatemala,M,32,5,0,1,1,0,1,0
15708,641,Quetzaltenango,F,37,7,199.97,2,0,1,0,0
15791,551,Quetzaltenango,F,30,2,0,1,1,0,1,0
15618,741,Quetzaltenango,M,36,8,0,2,1,0,1,0
15644,472,Guatemala,M,31,4,543.66,2,0,1,0,0
15662,650,Escuintla,M,41,3,549,3,0,0,1,1
15723,625,Guatemala,M,45,7,299,1,0,0,1,0
15787,650,Quetzaltenango,M,34,4,0,1,1,1,1,0
15687,535,Guatemala,F,38,8,0,2,1,0,1,0
15576,649,Guatemala,F,41,2,0,1,1,1,0,0
15658,689,Guatemala,M,22,4,0,1,1,0,1,1
15667,694,Escuintla,M,38,7,249.99,1,1,0,0,0
15669,655,Quetzaltenango,M,52,9,0,1,1,1,1,0
15655,620,Guatemala,M,36,8,0,2,1,1,0,0
15599,577,Guatemala,F,35,10,199,2,1,1,0,0
15753,401,Quetzaltenango,M,48,8,398.99,1,1,0,1,1
15671,599,Guatemala,M,25,6,59.21,1,1,1,1,0
15767,481,Guatemala,F,57,9,0,3,1,1,1,1
15720,704,Guatemala,M,42,8,0,2,1,1,0,0
15626,698,Escuintla,F,31,8,0,1,0,0,1,1
15774,480,Guatemala,F,28,6,0,2,0,0,1,0
15579,682,Guatemala,M,42,0,0,1,1,1,1,0
15625,700,Escuintla,M,31,7,298.33,2,0,1,1,0
15765,492,Guatemala,M,29,1,0,1,1,1,1,0
15566,444,Guatemala,F,45,4,0,2,1,0,1,1
15668,624,Guatemala,M,36,6,2169.42,2,0,0,1,0
15575,709,Guatemala,M,37,7,0,1,1,0,1,0
15591,557,Quetzaltenango,M,68,2,224.99,1,1,1,0,0
15573,646,Quetzaltenango,M,50,6,0,2,1,1,1,0
15589,719,Quetzaltenango,M,28,3,199.97,2,1,1,0,0
15654,706,Quetzaltenango,F,47,6,225,1,1,1,0,0
15597,660,Guatemala,M,38,7,300,2,0,1,1,0
15733,667,Guatemala,M,36,9,0,2,1,1,1,0
15677,705,Guatemala,M,30,1,0,1,1,1,1,0
15747,598,Quetzaltenango,F,27,10,149,1,1,1,1,0
15713,669,Guatemala,M,26,4,349.66,2,1,1,1,0
15730,580,Quetzaltenango,F,38,1,0,1,1,0,0,1
15693,676,Guatemala,F,32,5,0,2,1,1,0,0
15715,714,Quetzaltenango,M,28,7,249.99,1,1,0,0,0
15680,597,Quetzaltenango,F,72,6,0,2,1,1,1,0
15610,559,Guatemala,M,29,1,270.16,2,0,0,1,0
15650,564,Guatemala,F,28,1,0,1,1,1,1,0
15782,850,Escuintla,M,51,3,0,2,1,1,0,1
15685,689,Guatemala,M,39,7,2754.87,2,0,0,1,0
15776,758,Quetzaltenango,F,61,8,0,1,1,0,1,1
15761,604,Escuintla,F,71,10,0,2,1,1,1,0
15781,733,Quetzaltenango,M,38,9,300,2,0,1,1,0
15790,778,Escuintla,M,40,8,350,2,1,1,0,0
15641,732,Quetzaltenango,F,61,9,716.45,2,1,1,1,1
15775,646,Guatemala,M,24,8,199.97,2,0,0,0,0
15659,597,Guatemala,F,33,6,249.97,2,0,0,0,0
15642,821,Quetzaltenango,F,37,5,50,2,0,1,1,0
15771,640,Guatemala,M,43,7,225,1,0,0,0,1
15585,511,Quetzaltenango,F,40,9,298.07,1,1,0,1,1
15700,805,Guatemala,M,46,6,249.99,3,1,0,0,1
15726,540,Quetzaltenango,M,39,1,300.04,1,1,0,1,0
15747,705,Escuintla,M,44,0,268.24,1,1,0,1,1
15595,540,Quetzaltenango,M,39,4,0,1,1,1,1,0
15663,532,Escuintla,F,66,3,0,1,1,1,1,0
15742,535,Guatemala,F,45,2,0,2,0,1,1,0
15624,627,Quetzaltenango,M,23,5,0,1,1,0,1,0
15597,646,Guatemala,M,52,8,299,1,0,0,1,1
15665,515,Guatemala,F,25,7,0,1,0,1,1,0
15770,697,Guatemala,F,39,6,300,1,1,1,1,0
15731,652,Quetzaltenango,M,27,2,299,2,0,1,1,0
15576,579,Quetzaltenango,M,28,6,0,1,1,0,1,0
